time,forecast_pv_mw,assumed_demand_mw,net_load_mw
2026-09-23 01:30:00+01:00,0.0,2530.0,2530.0
2026-09-23 02:30:00+01:00,0.0,2438.0,2438.0
2026-09-23 03:30:00+01:00,0.0,2392.0,2392.0
2026-09-23 04:30:00+01:00,0.0,2438.0,2438.0
2026-09-23 05:30:00+01:00,0.0,2576.0000000000005,2576.0000000000005
2026-09-23 06:30:00+01:00,14.6595,2852.0,2837.3405
2026-09-23 07:30:00+01:00,116.8677,3128.0,3011.1323
2026-09-23 08:30:00+01:00,222.865,3404.0,3181.135
2026-09-23 09:30:00+01:00,312.5969,3634.0,3321.4031
2026-09-23 10:30:00+01:00,389.5519,3818.0,3428.4481
2026-09-23 11:30:00+01:00,426.2875,3910.0,3483.7125
2026-09-23 12:30:00+01:00,432.8702,3956.0,3523.1298
2026-09-23 13:30:00+01:00,416.3208,3910.0,3493.6792
2026-09-23 14:30:00+01:00,361.2093,3864.0,3502.7907
2026-09-23 15:30:00+01:00,275.3366,3864.0,3588.6634
2026-09-23 16:30:00+01:00,164.477,3956.0,3791.523
2026-09-23 17:30:00+01:00,41.8866,4140.0,4098.1134
2026-09-23 18:30:00+01:00,0.0,4370.0,4370.0
2026-09-23 19:30:00+01:00,0.0,4554.0,4554.0
2026-09-23 20:30:00+01:00,0.0,4600.0,4600.0
2026-09-23 21:30:00+01:00,0.0,4324.0,4324.0
2026-09-23 22:30:00+01:00,0.0,3680.0,3680.0
2026-09-23 23:30:00+01:00,0.0,3082.0,3082.0
2026-09-24 00:30:00+01:00,0.0,2668.0,2668.0
2026-09-24 01:30:00+01:00,0.0,2530.0,2530.0
2026-09-24 02:30:00+01:00,0.0,2438.0,2438.0
2026-09-24 03:30:00+01:00,0.0,2392.0,2392.0
2026-09-24 04:30:00+01:00,0.0,2438.0,2438.0
2026-09-24 05:30:00+01:00,0.0,2576.0000000000005,2576.0000000000005
2026-09-24 06:30:00+01:00,14.4203,2852.0,2837.5797
2026-09-24 07:30:00+01:00,119.5064,3128.0,3008.4936
2026-09-24 08:30:00+01:00,228.7088,3404.0,3175.2912
2026-09-24 09:30:00+01:00,323.1082,3634.0,3310.8918
2026-09-24 10:30:00+01:00,411.6549,3818.0,3406.3451
2026-09-24 11:30:00+01:00,451.5906,3910.0,3458.4094
2026-09-24 12:30:00+01:00,452.6187,3956.0,3503.3813
2026-09-24 13:30:00+01:00,415.4608,3910.0,3494.5392
2026-09-24 14:30:00+01:00,355.1751,3864.0,3508.8249
2026-09-24 15:30:00+01:00,268.3569,3864.0,3595.6431000000002
2026-09-24 16:30:00+01:00,158.9941,3956.0,3797.0059
2026-09-24 17:30:00+01:00,39.1298,4140.0,4100.8702
2026-09-24 18:30:00+01:00,0.0,4370.0,4370.0
2026-09-24 19:30:00+01:00,0.0,4554.0,4554.0
2026-09-24 20:30:00+01:00,0.0,4600.0,4600.0
2026-09-24 21:30:00+01:00,0.0,4324.0,4324.0
2026-09-24 22:30:00+01:00,0.0,3680.0,3680.0
2026-09-24 23:30:00+01:00,0.0,3082.0,3082.0
2026-09-25 00:30:00+01:00,0.0,2668.0,2668.0
2026-09-25 01:30:00+01:00,0.0,2530.0,2530.0
2026-09-25 02:30:00+01:00,0.0,2438.0,2438.0
2026-09-25 03:30:00+01:00,0.0,2392.0,2392.0
2026-09-25 04:30:00+01:00,0.0,2438.0,2438.0
2026-09-25 05:30:00+01:00,0.0,2576.0000000000005,2576.0000000000005
2026-09-25 06:30:00+01:00,13.2876,2852.0,2838.7124
2026-09-25 07:30:00+01:00,120.4945,3128.0,3007.5055
2026-09-25 08:30:00+01:00,231.7123,3404.0,3172.2877
2026-09-25 09:30:00+01:00,324.7809,3634.0,3309.2191000000003
2026-09-25 10:30:00+01:00,403.1658,3818.0,3414.8342000000002
2026-09-25 11:30:00+01:00,436.4791,3910.0,3473.5209
2026-09-25 12:30:00+01:00,435.5684,3956.0,3520.4316
2026-09-25 13:30:00+01:00,406.9873,3910.0,3503.0127
2026-09-25 14:30:00+01:00,347.0005,3864.0,3516.9995
2026-09-25 15:30:00+01:00,260.2863,3864.0,3603.7137000000002
2026-09-25 16:30:00+01:00,150.8739,3956.0,3805.1261
2026-09-25 17:30:00+01:00,37.7435,4140.0,4102.2565
2026-09-25 18:30:00+01:00,0.0,4370.0,4370.0
2026-09-25 19:30:00+01:00,0.0,4554.0,4554.0
2026-09-25 20:30:00+01:00,0.0,4600.0,4600.0
2026-09-25 21:30:00+01:00,0.0,4324.0,4324.0
2026-09-25 22:30:00+01:00,0.0,3680.0,3680.0
